"sweep","cloud","dim","n_total","caliper","caliper_value","seed_index","seed","memory_mode","status","elapsed_s","heap_mb","n_pairs","total_cost","certified_optimal","duality_gap","n_rounds","seed_width","candidate_edges","possible_edges","edges_evaluated","equal_to_dense","cost_gap_vs_dense"
"cloud","contested",8,10000,"none",Inf,3,1423252262,"implicit","ok",131.4049,77.8,3333,8460.34992840047,TRUE,0,10,78,16298471,22221111,149483896,TRUE,0
"cloud","contested",8,10000,"none",Inf,3,1423252262,"lazy","ok",419.0446,77.7,3333,8460.34992840047,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","contested",8,10000,"none",Inf,3,1423252262,"dense","ok",38.3577,600.7,3333,8460.34992840047,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","contested",8,10000,"none",Inf,4,1423252263,"implicit","ok",131.8099,77.8,3333,8424.94919154223,TRUE,0,10,78,16300206,22221111,148327732,TRUE,0
"cloud","contested",8,10000,"none",Inf,4,1423252263,"lazy","ok",419.369,77.7,3333,8424.94919154223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","contested",8,10000,"none",Inf,4,1423252263,"dense","ok",38.3758,705.3,3333,8424.94919154223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","contested",8,10000,"none",Inf,5,1423252264,"implicit","ok",130.6613,77.8,3333,8465.46889956274,TRUE,0,9,78,16290642,22221111,139574906,TRUE,1.81898940354586e-12
"cloud","contested",8,10000,"none",Inf,5,1423252264,"lazy","ok",419.4764,77.7,3333,8465.46889956274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","contested",8,10000,"none",Inf,5,1423252264,"dense","ok",38.3365,705.3,3333,8465.46889956274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,1,1794990142,"implicit","ok",2.1146,77.8,3333,11208.0661955696,TRUE,0,4,78,260377,22221111,88364123,TRUE,0
"cloud","shell",8,10000,"none",Inf,1,1794990142,"lazy","ok",10.6399,77.7,3333,11208.0661955696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,1,1794990142,"dense","ok",2.3183,705.3,3333,11208.0661955696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,2,1794990143,"implicit","ok",3.5883,77.8,3333,11193.8169179499,TRUE,0,7,78,266595,22221111,154221961,TRUE,0
"cloud","shell",8,10000,"none",Inf,2,1794990143,"lazy","ok",14.5261,77.7,3333,11193.8169179499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,2,1794990143,"dense","ok",2.665,705.3,3333,11193.8169179499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,3,1794990144,"implicit","ok",3.6176,77.8,3333,11192.5875246889,TRUE,0,6,78,627794,22221111,119551227,TRUE,3.63797880709171e-12
"cloud","shell",8,10000,"none",Inf,3,1794990144,"lazy","ok",19.4294,77.7,3333,11192.5875246889,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,3,1794990144,"dense","ok",3.0921,600.7,3333,11192.5875246889,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,4,1794990145,"implicit","ok",2.8518,77.8,3333,11190.489531139,TRUE,0,5,78,262818,22221111,110320107,TRUE,0
"cloud","shell",8,10000,"none",Inf,4,1794990145,"lazy","ok",18.6744,77.7,3333,11190.489531139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,4,1794990145,"dense","ok",3.0124,705.3,3333,11190.489531139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,5,1794990146,"implicit","ok",2.7201,77.8,3333,11196.6465340671,TRUE,0,5,78,261354,22221111,110322970,TRUE,0
"cloud","shell",8,10000,"none",Inf,5,1794990146,"lazy","ok",12.226,77.7,3333,11196.6465340671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cloud","shell",8,10000,"none",Inf,5,1794990146,"dense","ok",2.4577,705.3,3333,11196.6465340671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,1,164728213,"implicit","ok",0.9475,77.8,3333,4024.6108516031,TRUE,0,2,78,259974,22221111,39920370,TRUE,0
"caliper","gaussian",8,10000,"none",Inf,1,164728213,"lazy","ok",1.6382,77.7,3333,4024.6108516031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,1,164728213,"dense","ok",1.4578,705.3,3333,4024.6108516031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,2,164728214,"implicit","ok",0.9336,77.8,3333,4032.15562547006,TRUE,0,2,78,259974,22221111,39504475,TRUE,0
"caliper","gaussian",8,10000,"none",Inf,2,164728214,"lazy","ok",1.7329,77.7,3333,4032.15562547006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,2,164728214,"dense","ok",1.4673,600.7,3333,4032.15562547006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,3,164728215,"implicit","ok",0.9422,77.8,3333,4048.90421495389,TRUE,0,2,78,259974,22221111,39729304,TRUE,0
"caliper","gaussian",8,10000,"none",Inf,3,164728215,"lazy","ok",1.7454,77.7,3333,4048.90421495389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,3,164728215,"dense","ok",1.476,705.3,3333,4048.90421495389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,4,164728216,"implicit","ok",0.9385,77.8,3333,4054.5196080073,TRUE,0,2,78,259974,22221111,39848069,TRUE,0
"caliper","gaussian",8,10000,"none",Inf,4,164728216,"lazy","ok",1.8197,77.7,3333,4054.5196080073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,4,164728216,"dense","ok",1.4632,705.3,3333,4054.5196080073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,5,164728217,"implicit","ok",0.9448,77.8,3333,4010.27066877695,TRUE,0,2,78,259974,22221111,39759869,TRUE,4.54747350886464e-13
"caliper","gaussian",8,10000,"none",Inf,5,164728217,"lazy","ok",1.5043,77.7,3333,4010.27066877695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"none",Inf,5,164728217,"dense","ok",1.4519,705.3,3333,4010.27066877695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.94385752405285,1,1377387905,"implicit","ok",0.9932,77.9,3333,4045.87986157681,TRUE,0,2,78,255809,22221111,6834171,TRUE,0
"caliper","gaussian",8,10000,"boundary",2.94385752405285,1,1377387905,"lazy","ok",1.6258,77.7,3333,4045.87986157681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.94385752405285,1,1377387905,"dense","ok",1.6186,794,3333,4045.87986157681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.89395527242596,2,1377387906,"implicit","ok",0.9762,77.9,3333,4005.78865887059,TRUE,0,2,78,254443,22221111,6460638,TRUE,4.54747350886464e-13
"caliper","gaussian",8,10000,"boundary",2.89395527242596,2,1377387906,"lazy","ok",1.4702,77.7,3333,4005.78865887059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.89395527242596,2,1377387906,"dense","ok",1.5878,805.1,3333,4005.78865887059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.71697809668463,3,1377387907,"implicit","ok",0.9263,77.9,3333,4016.84333210938,TRUE,0,2,78,249099,22221111,4602733,TRUE,0
"caliper","gaussian",8,10000,"boundary",2.71697809668463,3,1377387907,"lazy","ok",1.4788,77.7,3333,4016.84333210938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",2.71697809668463,3,1377387907,"dense","ok",1.5588,775.2,3333,4016.84333210938,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",3.66655992359522,4,1377387908,"implicit","ok",1.1322,77.9,3333,4026.88004857852,TRUE,0,2,78,259633,22221111,17590830,TRUE,0
"caliper","gaussian",8,10000,"boundary",3.66655992359522,4,1377387908,"lazy","ok",1.8465,77.7,3333,4026.88004857852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",3.66655992359522,4,1377387908,"dense","ok",1.7195,724.7,3333,4026.88004857852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",3.30595308166007,5,1377387909,"implicit","ok",1.0777,77.9,3333,4008.19845227643,TRUE,0,2,78,258789,22221111,11960186,TRUE,0
"caliper","gaussian",8,10000,"boundary",3.30595308166007,5,1377387909,"lazy","ok",1.8127,77.7,3333,4008.19845227643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"boundary",3.30595308166007,5,1377387909,"dense","ok",1.6355,838.3,3333,4008.19845227643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.48619592683804,1,979708944,"implicit","ok",1.1111,77.9,3333,4058.08402389866,TRUE,0,2,78,259031,22221111,14612073,TRUE,0
"caliper","gaussian",8,10000,"mid",3.48619592683804,1,979708944,"lazy","ok",2.162,77.7,3333,4058.08402389866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.48619592683804,1,979708944,"dense","ok",1.7004,942.3,3333,4058.08402389866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",2.73718009292305,2,979708945,"implicit","ok",0.9293,77.9,3333,4043.73550514236,TRUE,0,2,78,249964,22221111,4766254,TRUE,4.54747350886464e-13
"caliper","gaussian",8,10000,"mid",2.73718009292305,2,979708945,"lazy","ok",1.5099,77.7,3333,4043.73550514236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",2.73718009292305,2,979708945,"dense","ok",1.5523,905.4,3333,4043.73550514236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",2.84832210432229,3,979708946,"implicit","ok",0.9609,77.9,3333,4002.82611031397,TRUE,0,2,78,253719,22221111,5909000,TRUE,0
"caliper","gaussian",8,10000,"mid",2.84832210432229,3,979708946,"lazy","ok",1.5159,77.7,3333,4002.82611031397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",2.84832210432229,3,979708946,"dense","ok",1.6003,977.2,3333,4002.82611031397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.36312376567322,4,979708947,"implicit","ok",1.0984,77.9,3333,4033.74936008033,TRUE,0,2,78,259290,22221111,12679204,TRUE,9.09494701772928e-13
"caliper","gaussian",8,10000,"mid",3.36312376567322,4,979708947,"lazy","ok",1.9874,77.7,3333,4033.74936008033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.36312376567322,4,979708947,"dense","ok",1.6865,766.3,3333,4033.74936008033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.28102222418674,5,979708948,"implicit","ok",1.0678,77.9,3333,4025.7900420853,TRUE,0,2,78,258415,22221111,11428882,TRUE,0
"caliper","gaussian",8,10000,"mid",3.28102222418674,5,979708948,"lazy","ok",1.7638,77.7,3333,4025.7900420853,NA,NA,NA,NA,NA,NA,NA,NA,NA
"caliper","gaussian",8,10000,"mid",3.28102222418674,5,979708948,"dense","ok",1.6829,796.1,3333,4025.7900420853,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,1,2039842577,"implicit","ok",0.0512,74.4,667,982.044545754835,TRUE,0,2,66,44022,889111,1765715,TRUE,0
"size","gaussian",8,2000,"none",Inf,1,2039842577,"lazy","ok",0.0522,74.2,667,982.044545754835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,1,2039842577,"dense","ok",0.0622,328.6,667,982.044545754835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,2,2039842578,"implicit","ok",0.0521,74.1,667,1003.78408174389,TRUE,0,2,66,44022,889111,1766564,TRUE,0
"size","gaussian",8,2000,"none",Inf,2,2039842578,"lazy","ok",0.0633,73.9,667,1003.78408174389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,2,2039842578,"dense","ok",0.0639,328.3,667,1003.78408174389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,3,2039842579,"implicit","ok",0.0519,74.1,667,993.116039615264,TRUE,0,2,66,44022,889111,1768558,TRUE,0
"size","gaussian",8,2000,"none",Inf,3,2039842579,"lazy","ok",0.0622,73.9,667,993.116039615264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,2000,"none",Inf,3,2039842579,"dense","ok",0.0637,328.3,667,993.116039615264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,1,164383900,"implicit","ok",0.2661,75.5,1667,2182.48943935896,TRUE,0,2,72,120024,5556111,10615241,TRUE,0
"size","gaussian",8,5000,"none",Inf,1,164383900,"lazy","ok",0.3075,75.3,1667,2182.48943935896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,1,164383900,"dense","ok",0.3398,698,1667,2182.48943935896,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,2,164383901,"implicit","ok",0.2664,75.5,1667,2209.41379547956,TRUE,0,2,72,120024,5556111,10721476,TRUE,4.54747350886464e-13
"size","gaussian",8,5000,"none",Inf,2,164383901,"lazy","ok",0.3605,75.3,1667,2209.41379547956,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,2,164383901,"dense","ok",0.3672,698,1667,2209.41379547956,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,3,164383902,"implicit","ok",0.2674,75.5,1667,2199.89140683493,TRUE,0,2,72,120024,5556111,10678957,TRUE,0
"size","gaussian",8,5000,"none",Inf,3,164383902,"lazy","ok",0.3866,75.3,1667,2199.89140683493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,5000,"none",Inf,3,164383902,"dense","ok",0.3409,568,1667,2199.89140683493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,1,164728213,"implicit","ok",0.9429,77.8,3333,4024.6108516031,TRUE,0,2,78,259974,22221111,39920370,TRUE,0
"size","gaussian",8,10000,"none",Inf,1,164728213,"lazy","ok",1.6394,77.7,3333,4024.6108516031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,1,164728213,"dense","ok",1.4634,613.7,3333,4024.6108516031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,2,164728214,"implicit","ok",0.9358,77.9,3333,4032.15562547006,TRUE,0,2,78,259974,22221111,39504475,TRUE,0
"size","gaussian",8,10000,"none",Inf,2,164728214,"lazy","ok",1.7299,77.7,3333,4032.15562547006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,2,164728214,"dense","ok",1.4738,657.7,3333,4032.15562547006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,3,164728215,"implicit","ok",0.9379,77.9,3333,4048.90421495389,TRUE,0,2,78,259974,22221111,39729304,TRUE,0
"size","gaussian",8,10000,"none",Inf,3,164728215,"lazy","ok",1.7471,77.7,3333,4048.90421495389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,10000,"none",Inf,3,164728215,"dense","ok",1.4756,706.6,3333,4048.90421495389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,20000,"none",Inf,1,1009519236,"implicit","ok",3.3447,82.6,6667,7387.18820882629,TRUE,0,2,84,560028,88891111,144281413,NA,NA
"size","gaussian",8,20000,"none",Inf,1,1009519236,"lazy","ok",7.5623,82.4,6667,7387.18820882629,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,20000,"none",Inf,2,1009519237,"implicit","ok",3.3135,82.6,6667,7405.15770146387,TRUE,0,2,84,560028,88891111,142976404,NA,NA
"size","gaussian",8,20000,"none",Inf,2,1009519237,"lazy","ok",7.8055,82.4,6667,7405.15770146387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,20000,"none",Inf,3,1009519238,"implicit","ok",3.3012,82.6,6667,7425.4571614672,TRUE,0,2,84,560028,88891111,141786197,NA,NA
"size","gaussian",8,20000,"none",Inf,3,1009519238,"lazy","ok",7.3849,82.4,6667,7425.4571614672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,50000,"none",Inf,1,1396408658,"implicit","ok",17.1209,97.4,16667,16609.3902121195,TRUE,0,2,96,1600032,555561111,738585501,NA,NA
"size","gaussian",8,50000,"none",Inf,1,1396408658,"lazy","ok",58.0023,97.1,16667,16609.3902121195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,50000,"none",Inf,2,1396408659,"implicit","ok",24.9197,97.6,16667,16712.0628994509,TRUE,0,3,96,1600033,555561111,1077576282,NA,NA
"size","gaussian",8,50000,"none",Inf,2,1396408659,"lazy","ok",64.3807,97.3,16667,16712.0628994509,NA,NA,NA,NA,NA,NA,NA,NA,NA
"size","gaussian",8,50000,"none",Inf,3,1396408660,"implicit","ok",24.9797,97.6,16667,16692.3883348548,TRUE,3.63797880709171e-12,3,96,1600033,555561111,1082185291,NA,NA
"size","gaussian",8,50000,"none",Inf,3,1396408660,"lazy","ok",63.2894,97.3,16667,16692.3883348548,NA,NA,NA,NA,NA,NA,NA,NA,NA
