"tier","regime","pattern","n_rows","n_cols","instance","seed","method","rep","seconds","status","total_cost","n_matched","auto_method","auto_rule","cost_type","distribution","metric","components","finite_share"
"base","metric_clustered","random_05",500,500,3,672598190,"sap",2,0.007017437,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"sap",3,0.00701551,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"sap_dense",1,0.01553018,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"sap_dense",2,0.01505819,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"sap_dense",3,0.01507135,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"lapmod",1,0.009074776,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"lapmod",2,0.008630459,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"lapmod",3,0.008734599,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"ramshaw_tarjan",1,0.01417526,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"ramshaw_tarjan",2,0.01325571,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"ramshaw_tarjan",3,0.01348137,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"hungarian",1,0.01057656,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"hungarian",2,0.009861074,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"hungarian",3,0.009764232,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auction_scaled",1,0.004246001,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auction_scaled",2,0.003401155,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auction_scaled",3,0.003316572,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csa",1,0.00505489,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csa",2,0.00376626,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csa",3,0.00370968,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csflow",1,0.008026201,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csflow",2,0.006988942,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"csflow",3,0.006967909,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"network_simplex",1,0.07990674,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"network_simplex",2,0.0782863,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"network_simplex",3,0.07818671,"ok",1347.19963596137,500,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_01",500,500,1,309898228,"auto",1,0.005595557,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"auto",2,0.004967191,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"auto",3,0.004932382,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"jv",1,0.007134656,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"jv",2,0.006290835,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"jv",3,0.006324127,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap",1,0.005126025,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap",2,0.004161828,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap",3,0.004123206,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap_dense",1,0.01060965,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap_dense",2,0.009911504,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"sap_dense",3,0.009908798,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"lapmod",1,0.00531729,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"lapmod",2,0.004891013,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"lapmod",3,0.004866126,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"ramshaw_tarjan",1,0.006453031,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"ramshaw_tarjan",2,0.00581421,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"ramshaw_tarjan",3,0.005806666,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"hungarian",1,0.005757589,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"hungarian",2,0.005356404,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"hungarian",3,0.005352796,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"auction_scaled",1,0.001996495,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"auction_scaled",2,0.00130503,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"auction_scaled",3,0.001265096,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csa",1,0.00276914,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csa",2,0.001976282,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csa",3,0.001920604,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csflow",1,0.00357192,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csflow",2,0.00293314,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"csflow",3,0.002793822,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"network_simplex",1,0.0530665,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"network_simplex",2,0.05178111,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,1,309898228,"network_simplex",3,0.05195327,"ok",3567.18499309127,500,"jv","default","double","clustered",TRUE,1,0.0121
"base","metric_clustered","random_01",500,500,2,309898229,"auto",1,0.007467822,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"auto",2,0.006630315,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"auto",3,0.006618548,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"jv",1,0.007445764,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"jv",2,0.006618179,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"jv",3,0.006629946,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap",1,0.004246001,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap",2,0.003333997,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap",3,0.00329804,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap_dense",1,0.009639592,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap_dense",2,0.009273995,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"sap_dense",3,0.009306836,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"lapmod",1,0.005892848,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"lapmod",2,0.00555714,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"lapmod",3,0.00520454,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"ramshaw_tarjan",1,0.008082289,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"ramshaw_tarjan",2,0.007126374,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"ramshaw_tarjan",3,0.007099888,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"hungarian",1,0.007384797,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"hungarian",2,0.006679392,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"hungarian",3,0.006616129,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"auction_scaled",1,0.002185341,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"auction_scaled",2,0.001684485,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"auction_scaled",3,0.001699573,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csa",1,0.002315106,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csa",2,0.001565298,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csa",3,0.001514581,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csflow",1,0.004968052,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csflow",2,0.004004798,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"csflow",3,0.004189257,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"network_simplex",1,0.05785469,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"network_simplex",2,0.0568037,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,2,309898229,"network_simplex",3,0.05539186,"ok",2656.92272594226,500,"jv","default","double","clustered",TRUE,1,0.0124
"base","metric_clustered","random_01",500,500,3,309898230,"auto",1,0.0079991,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"auto",2,0.007156878,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"auto",3,0.007148678,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"jv",1,0.006702106,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"jv",2,0.006224046,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"jv",3,0.006253156,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap",1,0.005375264,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap",2,0.004420128,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap",3,0.004387902,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap_dense",1,0.01056832,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap_dense",2,0.01006579,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"sap_dense",3,0.01007038,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"lapmod",1,0.006465331,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"lapmod",2,0.006160004,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"lapmod",3,0.00605119,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"ramshaw_tarjan",1,0.008717871,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"ramshaw_tarjan",2,0.00762846,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"ramshaw_tarjan",3,0.007829278,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"hungarian",1,0.007915296,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"hungarian",2,0.00718074,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"hungarian",3,0.007141462,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"auction_scaled",1,0.003480408,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"auction_scaled",2,0.002655775,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"auction_scaled",3,0.002623262,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csa",1,0.003982822,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csa",2,0.002892222,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csa",3,0.002855404,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csflow",1,0.00516026,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csflow",2,0.004125174,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"csflow",3,0.004079213,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"network_simplex",1,0.04378251,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"network_simplex",2,0.04238285,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","random_01",500,500,3,309898230,"network_simplex",3,0.04237375,"ok",3647.27219673965,500,"jv","default","double","clustered",TRUE,1,0.0122
"base","metric_clustered","block_4",500,500,1,344497699,"auto",1,0.007078896,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"auto",2,0.006237535,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"auto",3,0.006206949,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"jv",1,0.007079224,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"jv",2,0.006213837,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"jv",3,0.006192476,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap",1,0.009362432,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap",2,0.00761001,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap",3,0.007611281,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap_dense",1,0.01035324,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap_dense",2,0.009736024,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"sap_dense",3,0.009507531,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"lapmod",1,0.007766917,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"lapmod",2,0.007103168,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"lapmod",3,0.007079921,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"ramshaw_tarjan",1,0.008872646,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"ramshaw_tarjan",2,0.00788143,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"ramshaw_tarjan",3,0.008115827,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"hungarian",1,0.00714794,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"hungarian",2,0.006241389,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"hungarian",3,0.006248564,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"auction_scaled",1,0.004732548,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"auction_scaled",2,0.003902503,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"auction_scaled",3,0.003847317,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csa",1,0.005945082,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csa",2,0.004861821,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csa",3,0.00482365,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csflow",1,0.007825055,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csflow",2,0.006789764,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"csflow",3,0.00655836,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"network_simplex",1,0.02510766,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"network_simplex",2,0.02375421,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,1,344497699,"network_simplex",3,0.02393248,"ok",1108.71604122773,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auto",1,0.00721231,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auto",2,0.006296329,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auto",3,0.006242537,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"jv",1,0.007151671,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"jv",2,0.006254673,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"jv",3,0.006245325,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap",1,0.00767807,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap",2,0.006326423,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap",3,0.00611843,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap_dense",1,0.009175964,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap_dense",2,0.008628614,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"sap_dense",3,0.008640996,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"lapmod",1,0.006666354,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"lapmod",2,0.006262545,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"lapmod",3,0.006298297,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"ramshaw_tarjan",1,0.007474669,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"ramshaw_tarjan",2,0.006860817,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"ramshaw_tarjan",3,0.006740113,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"hungarian",1,0.006981275,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"hungarian",2,0.006245202,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"hungarian",3,0.006275911,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auction_scaled",1,0.004682159,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auction_scaled",2,0.003877985,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"auction_scaled",3,0.003850597,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
"base","metric_clustered","block_4",500,500,2,344497700,"csa",1,0.004667973,"ok",1270.16022177053,500,"jv","default","double","clustered",TRUE,4,0.25
