"tier","regime","pattern","n_rows","n_cols","instance","seed","method","rep","seconds","status","total_cost","n_matched","auto_method","auto_rule","cost_type","distribution","metric","components","finite_share"
"base","heavy_tailed","random_05",500,1500,2,2093706843,"csflow",2,0.006022326,"ok",0.816093460710918,500,"jv","default","double","heavy-tailed",FALSE,1,0.0506
"base","heavy_tailed","random_05",500,1500,2,2093706843,"csflow",3,0.006168163,"ok",0.816093460710918,500,"jv","default","double","heavy-tailed",FALSE,1,0.0506
"base","heavy_tailed","random_05",500,1500,2,2093706843,"network_simplex",1,0.1112576,"ok",0.816093460710918,500,"jv","default","double","heavy-tailed",FALSE,1,0.0506
"base","heavy_tailed","random_05",500,1500,2,2093706843,"network_simplex",2,0.1069147,"ok",0.816093460710918,500,"jv","default","double","heavy-tailed",FALSE,1,0.0506
"base","heavy_tailed","random_05",500,1500,2,2093706843,"network_simplex",3,0.1068914,"ok",0.816093460710918,500,"jv","default","double","heavy-tailed",FALSE,1,0.0506
"base","heavy_tailed","random_05",500,1500,3,2093706844,"auto",1,0.00596919,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"auto",2,0.004116441,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"auto",3,0.00402415,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"jv",1,0.01038653,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"jv",2,0.008007136,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"jv",3,0.007924849,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap",1,0.01265625,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap",2,0.01028969,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap",3,0.009937416,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap_dense",1,0.01507828,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap_dense",2,0.01268044,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"sap_dense",3,0.0122588,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"lapmod",1,0.01020064,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"lapmod",2,0.008624596,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"lapmod",3,0.008546163,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"ramshaw_tarjan",1,0.01294989,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"ramshaw_tarjan",2,0.01108156,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"ramshaw_tarjan",3,0.0105707,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"hungarian",1,0.008038788,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"hungarian",2,0.006097438,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"hungarian",3,0.006005065,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"auction_scaled",1,NA,"timeout",NA,NA,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"csa",1,NA,"error: csa: the cost range is too wide for its cost scaling to order the cheapest pairs; the smallest costs round together at a span of 1e9. Use method = 'jv' or 'auction', which read the costs as supplied.",NA,NA,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"csflow",1,0.01169492,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"csflow",2,0.009681986,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"csflow",3,0.009786987,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"network_simplex",1,0.08867127,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"network_simplex",2,0.08940005,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_05",500,1500,3,2093706844,"network_simplex",3,0.08566864,"ok",0.811197457549277,500,"jv","default","double","heavy-tailed",FALSE,1,0.0513
"base","heavy_tailed","random_01",500,1500,1,862026397,"auto",1,0.006335894,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"auto",2,0.005011594,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"auto",3,0.004969979,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"jv",1,0.006298912,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"jv",2,0.005141482,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"jv",3,0.004975801,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap",1,0.008437144,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap",2,0.005947296,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap",3,0.00591466,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap_dense",1,0.01007624,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap_dense",2,0.008051539,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"sap_dense",3,0.007622023,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"lapmod",1,0.005336683,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"lapmod",2,0.004231036,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"lapmod",3,0.004209306,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"ramshaw_tarjan",1,0.007528953,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"ramshaw_tarjan",2,0.005618271,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"ramshaw_tarjan",3,0.005536845,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"hungarian",1,0.009804945,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"hungarian",2,0.007033919,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"hungarian",3,0.004972808,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"auction_scaled",1,0.3540826,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"auction_scaled",2,0.3538683,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"auction_scaled",3,0.3514906,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"csa",1,NA,"error: csa: the cost range is too wide for its cost scaling to order the cheapest pairs; the smallest costs round together at a span of 1e9. Use method = 'jv' or 'auction', which read the costs as supplied.",NA,NA,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"csflow",1,0.005917735,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"csflow",2,0.003896394,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"csflow",3,0.003788318,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"network_simplex",1,0.08507529,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"network_simplex",2,0.0817868,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,1,862026397,"network_simplex",3,0.08610049,"ok",9.63184208209643,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auto",1,0.01002971,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auto",2,0.007751911,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auto",3,0.007672945,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"jv",1,0.006286325,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"jv",2,0.004996219,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"jv",3,0.004967806,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap",1,0.01102125,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap",2,0.007934238,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap",3,0.007825998,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap_dense",1,0.01441548,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap_dense",2,0.01262087,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"sap_dense",3,0.01217249,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"lapmod",1,0.009645824,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"lapmod",2,0.008151128,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"lapmod",3,0.00814178,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"ramshaw_tarjan",1,0.007815707,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"ramshaw_tarjan",2,0.005659107,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"ramshaw_tarjan",3,0.005589981,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"hungarian",1,0.00558789,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"hungarian",2,0.003718126,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"hungarian",3,0.003691681,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auction_scaled",1,0.3706914,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auction_scaled",2,0.3725727,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"auction_scaled",3,0.3673782,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"csa",1,NA,"error: csa: the cost range is too wide for its cost scaling to order the cheapest pairs; the smallest costs round together at a span of 1e9. Use method = 'jv' or 'auction', which read the costs as supplied.",NA,NA,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"csflow",1,0.006622566,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"csflow",2,0.004842961,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"csflow",3,0.004507499,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"network_simplex",1,0.07310509,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"network_simplex",2,0.06524908,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,2,862026398,"network_simplex",3,0.06534957,"ok",9.81479740359911,500,"jv","default","double","heavy-tailed",FALSE,1,0.0106
"base","heavy_tailed","random_01",500,1500,3,862026399,"auto",1,0.006377427,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"auto",2,0.004982361,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"auto",3,0.004940582,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"jv",1,0.006341593,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"jv",2,0.004976047,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"jv",3,0.00493517,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap",1,0.007424116,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap",2,0.004885806,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap",3,0.004610901,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap_dense",1,0.01082396,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap_dense",2,0.009470344,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"sap_dense",3,0.009179613,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"lapmod",1,0.00621683,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"lapmod",2,0.005249517,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"lapmod",3,0.004249937,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"ramshaw_tarjan",1,0.007752034,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"ramshaw_tarjan",2,0.005660624,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"ramshaw_tarjan",3,0.005668578,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"hungarian",1,0.006306046,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"hungarian",2,0.004967888,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"hungarian",3,0.004900074,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"auction_scaled",1,0.415178,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"auction_scaled",2,0.4098766,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"auction_scaled",3,0.4083697,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"csa",1,NA,"error: csa: the cost range is too wide for its cost scaling to order the cheapest pairs; the smallest costs round together at a span of 1e9. Use method = 'jv' or 'auction', which read the costs as supplied.",NA,NA,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"csflow",1,0.009669317,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"csflow",2,0.008256744,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"csflow",3,0.007694716,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"network_simplex",1,0.1026773,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"network_simplex",2,0.09916756,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","random_01",500,1500,3,862026399,"network_simplex",3,0.09605431,"ok",13.1445373874411,500,"jv","default","double","heavy-tailed",FALSE,1,0.0107
"base","heavy_tailed","block_4",500,1500,1,566507649,"auto",1,0.006150082,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"auto",2,0.004614345,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"auto",3,0.004578552,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"jv",1,0.006156847,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"jv",2,0.004601676,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"jv",3,0.004554854,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap",1,0.0173904,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap",2,0.0137949,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap",3,0.0136858,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap_dense",1,0.01035242,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap_dense",2,0.008997983,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"sap_dense",3,0.008668466,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"lapmod",1,0.006237125,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"lapmod",2,0.005132995,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"lapmod",3,0.004330707,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"ramshaw_tarjan",1,0.01355632,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"ramshaw_tarjan",2,0.01105151,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"ramshaw_tarjan",3,0.01092051,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"hungarian",1,0.00609629,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"hungarian",2,0.00460143,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"hungarian",3,0.004530869,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"auction_scaled",1,0.2669966,"ok",0.134011030015084,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"auction_scaled",2,0.2642957,"ok",0.134011030015084,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"auction_scaled",3,0.2634737,"ok",0.134011030015084,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"csa",1,NA,"error: csa: the cost range is too wide for its cost scaling to order the cheapest pairs; the smallest costs round together at a span of 1e9. Use method = 'jv' or 'auction', which read the costs as supplied.",NA,NA,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"csflow",1,0.012764,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"csflow",2,0.009581249,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"csflow",3,0.01388563,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"network_simplex",1,0.1137411,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"network_simplex",2,0.1104186,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,1,566507649,"network_simplex",3,0.1108666,"ok",0.134010344415119,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"auto",1,0.006185342,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"auto",2,0.004683184,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"auto",3,0.004610696,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"jv",1,0.006154551,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"jv",2,0.004660224,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"jv",3,0.004586301,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
"base","heavy_tailed","block_4",500,1500,2,566507650,"sap",1,0.01540993,"ok",0.138334908959293,500,"jv","default","double","heavy-tailed",FALSE,4,0.25
