"tier","regime","pattern","n_rows","n_cols","instance","seed","method","rep","seconds","status","total_cost","n_matched","objective","duality_gap","max_suboptimality","certified_optimal","primal_feasible","all_rows_matched","structurally_valid","auto_method","auto_rule","cost_type","distribution","metric","components","finite_share"
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_gs",5,0.1160755,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_scaled",1,0.1363845,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_scaled",2,0.1363576,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_scaled",3,0.1359491,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_scaled",4,0.136542,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"auction_scaled",5,0.1366118,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csa",1,0.07700522,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csa",2,0.07742961,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csa",3,0.07756396,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csa",4,0.07732161,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csa",5,0.0772096,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csflow",1,0.02475539,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csflow",2,0.02391936,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csflow",3,0.02408242,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csflow",4,0.0239308,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"csflow",5,0.0243722,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"network_simplex",1,0.119771,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"network_simplex",2,0.119115,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"network_simplex",3,0.1182761,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"network_simplex",4,0.1179105,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,1,406121794,"network_simplex",5,0.1188384,"ok",468.215861150642,500,468.215861150642,0,3.2408522141394e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.6
"base","metric_clustered","random_60",500,1500,2,406121795,"auto",1,0.01062982,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auto",2,0.008591878,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auto",3,0.008607868,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auto",4,0.008682857,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auto",5,0.008597413,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"jv",1,0.008522383,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"jv",2,0.008683841,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"jv",3,0.008415086,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"jv",4,0.008439563,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"jv",5,0.008429313,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap",1,0.03041421,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap",2,0.02451173,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap",3,0.02418246,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap",4,0.0244,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap",5,0.02433297,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap_dense",1,0.01788494,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap_dense",2,0.01485381,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap_dense",3,0.01488497,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap_dense",4,0.01462146,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"sap_dense",5,0.01358392,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"lapmod",1,0.009982475,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"lapmod",2,0.009963123,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"lapmod",3,0.009950208,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"lapmod",4,0.009949388,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"lapmod",5,0.01018678,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"ramshaw_tarjan",1,0.01959902,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"ramshaw_tarjan",2,0.01875033,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"ramshaw_tarjan",3,0.01865639,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"ramshaw_tarjan",4,0.01865873,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"ramshaw_tarjan",5,0.0189151,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"hungarian",1,0.008762848,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"hungarian",2,0.008503851,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"hungarian",3,0.008577815,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"hungarian",4,0.008568713,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"hungarian",5,0.008620578,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction",1,0.1464021,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction",2,0.1442252,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction",3,0.1434613,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction",4,0.1437064,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction",5,0.1435996,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_gs",1,0.1442579,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_gs",2,0.1447156,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_gs",3,0.1443025,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_gs",4,0.1443204,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_gs",5,0.144439,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_scaled",1,0.1432536,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_scaled",2,0.1435132,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_scaled",3,0.1437392,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_scaled",4,0.1435239,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"auction_scaled",5,0.1433846,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csa",1,0.09249235,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csa",2,0.09210154,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csa",3,0.09258768,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csa",4,0.09206435,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csa",5,0.09241982,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csflow",1,0.02425478,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csflow",2,0.0243679,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csflow",3,0.02405167,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csflow",4,0.02399898,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"csflow",5,0.02454223,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"network_simplex",1,0.1171489,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"network_simplex",2,0.114371,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"network_simplex",3,0.1139468,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"network_simplex",4,0.1160811,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,2,406121795,"network_simplex",5,0.1139301,"ok",475.614547438947,500,475.614547438947,0,3.27515318209984e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.5995
"base","metric_clustered","random_60",500,1500,3,406121796,"auto",1,0.009822575,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"auto",2,0.008797288,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"auto",3,0.008768424,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"auto",4,0.008738863,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"auto",5,0.008763914,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"jv",1,0.008754935,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"jv",2,0.00877646,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"jv",3,0.008550017,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"jv",4,0.008695239,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"jv",5,0.008595937,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap",1,0.02956391,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap",2,0.02453846,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap",3,0.02492948,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap",4,0.02425248,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap",5,0.0242845,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap_dense",1,0.0145165,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap_dense",2,0.01386932,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap_dense",3,0.01522502,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap_dense",4,0.0137104,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"sap_dense",5,0.01390404,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"lapmod",1,0.01018354,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"lapmod",2,0.01017661,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"lapmod",3,0.01011388,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"lapmod",4,0.01008731,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"lapmod",5,0.01008522,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"ramshaw_tarjan",1,0.0197891,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"ramshaw_tarjan",2,0.01906586,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"ramshaw_tarjan",3,0.01905988,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"ramshaw_tarjan",4,0.0189306,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"ramshaw_tarjan",5,0.01914126,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"hungarian",1,0.008779453,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"hungarian",2,0.008772319,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"hungarian",3,0.008796509,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
"base","metric_clustered","random_60",500,1500,3,406121796,"hungarian",4,0.008725743,"ok",471.772954602581,500,471.772954602581,0,2.71154953207586e-13,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.601
