"tier","regime","pattern","n_rows","n_cols","instance","seed","method","rep","seconds","status","total_cost","n_matched","objective","duality_gap","max_suboptimality","certified_optimal","primal_feasible","all_rows_matched","structurally_valid","auto_method","auto_rule","cost_type","distribution","metric","components","finite_share"
"base","metric_clustered","random_05",500,500,1,672598188,"hungarian",2,0.00702986,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"hungarian",3,0.006974428,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"hungarian",4,0.006974469,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"hungarian",5,0.006994108,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction",1,0.00200777,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction",2,0.002037454,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction",3,0.002002563,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction",4,0.002013018,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction",5,0.002009369,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_gs",1,0.002276033,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_gs",2,0.002293048,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_gs",3,0.00226607,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_gs",4,0.002261519,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_gs",5,0.002263487,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_scaled",1,0.001958488,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_scaled",2,0.001962137,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_scaled",3,0.001925975,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_scaled",4,0.001923105,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"auction_scaled",5,0.001925729,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csa",1,0.002136346,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csa",2,0.002143275,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csa",3,0.002179191,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csa",4,0.002124251,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csa",5,0.002111869,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csflow",1,0.00494296,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csflow",2,0.004931603,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csflow",3,0.00484825,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csflow",4,0.004914916,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"csflow",5,0.004838,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"network_simplex",1,0.06359879,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"network_simplex",2,0.06367497,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"network_simplex",3,0.06387833,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"network_simplex",4,0.06334053,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,1,672598188,"network_simplex",5,0.06329801,"ok",1373.54468316627,500,1373.54468316627,7.27595761418343e-12,1.14924081013486e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0519
"base","metric_clustered","random_05",500,500,2,672598189,"auto",1,0.01150739,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auto",2,0.01107004,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auto",3,0.01109989,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auto",4,0.01107726,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auto",5,0.01112137,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"jv",1,0.01112535,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"jv",2,0.01111547,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"jv",3,0.01115864,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"jv",4,0.01111977,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"jv",5,0.01107066,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap",1,0.007323871,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap",2,0.006840112,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap",3,0.006826049,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap",4,0.006808091,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap",5,0.006762786,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap_dense",1,0.01795989,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap_dense",2,0.01795898,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap_dense",3,0.01790244,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap_dense",4,0.01791495,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"sap_dense",5,0.01788703,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"lapmod",1,0.011221,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"lapmod",2,0.01119694,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"lapmod",3,0.01117935,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"lapmod",4,0.01121489,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"lapmod",5,0.01115163,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"ramshaw_tarjan",1,0.01532769,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"ramshaw_tarjan",2,0.01532035,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"ramshaw_tarjan",3,0.01530448,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"ramshaw_tarjan",4,0.01540788,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"ramshaw_tarjan",5,0.01529698,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"hungarian",1,0.0111117,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"hungarian",2,0.0110709,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"hungarian",3,0.01106172,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"hungarian",4,0.01107951,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"hungarian",5,0.0110702,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction",1,0.002214615,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction",2,0.002216624,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction",3,0.002222979,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction",4,0.002204693,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction",5,0.00219514,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_gs",1,0.002308013,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_gs",2,0.002312482,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_gs",3,0.00225459,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_gs",4,0.002261683,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_gs",5,0.002259756,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_scaled",1,0.002095797,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_scaled",2,0.002105309,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_scaled",3,0.002087966,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_scaled",4,0.002079315,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"auction_scaled",5,0.002081488,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csa",1,0.002526543,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csa",2,0.002489766,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csa",3,0.002523304,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csa",4,0.002525969,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csa",5,0.002495096,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csflow",1,0.006728674,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csflow",2,0.006770699,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csflow",3,0.006705181,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csflow",4,0.006762663,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"csflow",5,0.006690462,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"network_simplex",1,0.0695993,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"network_simplex",2,0.06956097,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"network_simplex",3,0.07040245,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"network_simplex",4,0.06908258,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,2,672598189,"network_simplex",5,0.06908537,"ok",1420.86379649759,500,1420.86379649759,9.32232069317251e-12,1.4431420174514e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0518
"base","metric_clustered","random_05",500,500,3,672598190,"auto",1,0.01025914,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auto",2,0.008550263,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auto",3,0.008447599,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auto",4,0.008503031,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"auto",5,0.008486918,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"jv",1,0.008482326,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"jv",2,0.008499874,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"jv",3,0.008468468,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"jv",4,0.008491879,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"jv",5,0.008460596,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
"base","metric_clustered","random_05",500,500,3,672598190,"sap",1,0.006529455,"ok",1347.19963596137,500,1347.19963596137,4.77484718430787e-12,1.46068311199386e-11,TRUE,TRUE,TRUE,TRUE,"jv","default","double","clustered",TRUE,1,0.0525
